z6-15979,Port 3,Port 3,Port 7,Port 7,Port 8,Port 8
Records: 1352,ECRN-100,ECRN-100,Battery,Battery,Barometer,Barometer
Timestamp, mm Precipitation, mm/h Max Precip Rate,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
6/7/2024 9:00,0,0,100,7859,86.12,20.1
6/7/2024 9:15,0,0,100,7859,86.11,20.1
6/7/2024 9:30,0,0,100,7856,86.1,20.1
6/7/2024 9:45,0,0,100,7856,86.1,20.1
6/7/2024 10:00,0,0,100,7859,86.1,20.1
6/7/2024 10:15,0,0,100,7855,86.1,20.1
6/7/2024 10:30,0,0,100,7855,86.09,20.1
6/7/2024 10:45,0,0,100,7855,86.09,20.1
6/7/2024 11:00,0,0,100,7855,86.09,20.1
6/7/2024 11:15,0,0,100,7855,86.08,20.1
6/7/2024 11:30,0,0,100,7856,86.08,20.2
6/7/2024 11:45,0,0,100,7855,86.08,20.2
6/7/2024 12:00,0,0,100,7855,86.07,20.2
6/7/2024 12:15,0,0,100,7857,86.06,20.2
6/7/2024 12:30,0,0,100,7855,86.04,20.2
6/7/2024 12:45,0,0,100,7854,86.03,20.1
6/7/2024 13:00,0,0,100,7855,86.02,20.1
6/7/2024 13:15,0,0,100,7855,86.01,20.2
6/7/2024 13:30,0,0,100,7855,86.01,20.2
6/7/2024 13:45,0,0,100,7852,85.99,20.1
6/7/2024 14:00,0,0,100,7854,85.97,20.1
6/7/2024 14:15,0,0,100,7853,85.95,20.1
6/7/2024 14:30,0,0,100,7855,85.95,20.2
6/7/2024 14:45,0,0,100,7855,85.92,20.2
6/7/2024 15:00,0,0,100,7856,85.92,20.1
6/7/2024 15:15,0,0,100,7854,85.95,19.9
6/7/2024 15:30,0,0,100,7852,85.94,19.4
6/7/2024 15:45,0,0,100,7852,85.94,19.2
6/7/2024 16:00,0,0,100,7851,85.93,19.1
6/7/2024 16:15,0,0,100,7850,85.94,19
6/7/2024 16:30,0,0,100,7849,85.91,19.1
6/7/2024 16:45,0,0,100,7854,85.94,19.1
6/7/2024 17:00,0,0,100,7851,85.95,19
6/7/2024 17:15,0,0,100,7851,85.96,18.9
6/7/2024 17:30,0,0,100,7849,85.97,18.9
6/7/2024 17:45,0,0,100,7852,85.97,18.8
6/7/2024 18:00,0,0,100,7849,85.99,18.7
6/7/2024 18:15,0,0,100,7848,86.02,18.6
6/7/2024 18:30,0,0,100,7850,86.04,18.5
6/7/2024 18:45,0,0,100,7850,86.05,18.3
6/7/2024 19:00,0,0,100,7849,86.04,18.2
6/7/2024 19:15,0,0,100,7849,86.04,18.2
6/7/2024 19:30,0,0,100,7848,86.06,18.2
6/7/2024 19:45,0,0,100,7852,86.09,18.3
6/7/2024 20:00,0,0,100,7850,86.1,18.4
6/7/2024 20:15,0,0,100,7847,86.12,18.5
6/7/2024 20:30,0,0,100,7850,86.14,18.5
6/7/2024 20:45,0,0,100,7851,86.15,18.6
6/7/2024 21:00,0,0,100,7849,86.16,18.6
6/7/2024 21:15,0,0,100,7847,86.16,18.7
6/7/2024 21:30,0,0,100,7849,86.16,18.7
6/7/2024 21:45,0,0,100,7848,86.14,18.7
6/7/2024 22:00,0,0,100,7849,86.13,18.7
6/7/2024 22:15,0,0,100,7850,86.11,18.7
6/7/2024 22:30,0,0,100,7850,86.1,18.7
6/7/2024 22:45,0,0,100,7847,86.11,18.7
6/7/2024 23:00,0,0,100,7849,86.13,18.7
6/7/2024 23:15,0,0,100,7846,86.14,18.7
6/7/2024 23:30,0,0,100,7846,86.13,18.7
6/7/2024 23:45,0,0,100,7847,86.14,18.6
6/8/2024 0:00,0,0,100,7846,86.13,18.7
6/8/2024 0:15,0,0,100,7830,86.12,18.8
6/8/2024 0:30,0,0,100,7836,86.11,18.8
6/8/2024 0:45,0,0,100,7836,86.12,18.7
6/8/2024 1:00,0,0,100,7839,86.11,18.7
6/8/2024 1:15,0,0,100,7836,86.11,18.7
6/8/2024 1:30,0,0,100,7838,86.09,18.7
6/8/2024 1:45,0,0,100,7835,86.08,18.7
6/8/2024 2:00,0,0,100,7837,86.07,18.7
6/8/2024 2:15,0,0,100,7836,86.05,18.7
6/8/2024 2:30,0,0,100,7839,86.05,18.6
6/8/2024 2:45,0,0,100,7838,86.06,18.6
6/8/2024 3:00,0,0,100,7837,86.05,18.5
6/8/2024 3:15,0,0,100,7838,86.05,18.5
6/8/2024 3:30,0,0,100,7834,86.04,18.4
6/8/2024 3:45,0,0,100,7839,86.06,18.4
6/8/2024 4:00,0,0,100,7841,86.06,18.4
6/8/2024 4:15,0,0,100,7837,86.06,18.4
6/8/2024 4:30,0,0,100,7837,86.07,18.4
6/8/2024 4:45,0,0,100,7839,86.08,18.4
6/8/2024 5:00,0,0,100,7837,86.1,18.4
6/8/2024 5:15,0,0,100,7838,86.1,18.4
6/8/2024 5:30,0,0,100,7836,86.1,18.4
6/8/2024 5:45,0,0,100,7836,86.1,18.4
6/8/2024 6:00,0,0,100,7836,86.1,18.4
6/8/2024 6:15,0,0,100,7836,86.12,18.4
6/8/2024 6:30,0,0,100,7835,86.14,18.4
6/8/2024 6:45,0,0,100,7833,86.15,18.4
6/8/2024 7:00,0,0,100,7836,86.16,18.4
6/8/2024 7:15,0,0,100,7836,86.18,18.5
6/8/2024 7:30,0,0,100,7839,86.19,18.6
6/8/2024 7:45,0,0,100,7836,86.2,18.8
6/8/2024 8:00,0,0,100,7837,86.21,19
6/8/2024 8:15,0,0,100,7836,86.22,19.2
6/8/2024 8:30,0,0,100,7839,86.23,19.4
6/8/2024 8:45,0,0,100,7837,86.24,19.7
6/8/2024 9:00,0,0,100,7836,86.24,20
6/8/2024 9:15,0,0,100,7836,86.24,20.2
6/8/2024 9:30,0,0,100,7836,86.23,20.4
6/8/2024 9:45,0,0,100,7835,86.24,20.4
6/8/2024 10:00,0,0,100,7836,86.24,20.4
6/8/2024 10:15,0,0,100,7838,86.24,20.4
6/8/2024 10:30,0,0,100,7836,86.23,20.4
6/8/2024 10:45,0,0,100,7836,86.22,20.4
6/8/2024 11:00,0,0,100,7836,86.23,20.4
6/8/2024 11:15,0,0,100,7838,86.22,20.3
6/8/2024 11:30,0,0,100,7837,86.21,20.4
6/8/2024 11:45,0,0,100,7836,86.21,20.7
6/8/2024 12:00,0,0,100,7839,86.21,20.9
6/8/2024 12:15,0,0,100,7836,86.21,21.3
6/8/2024 12:30,0,0,100,7837,86.2,21.3
6/8/2024 12:45,0,0,100,7837,86.18,21.3
6/8/2024 13:00,0,0,100,7838,86.16,21.2
6/8/2024 13:15,0,0,100,7836,86.16,21.1
6/8/2024 13:30,0,0,100,7838,86.15,20.8
6/8/2024 13:45,0,0,100,7838,86.12,20.5
6/8/2024 14:00,0,0,100,7837,86.09,20.4
6/8/2024 14:15,0,0,100,7834,86.08,20.6
6/8/2024 14:30,0,0,100,7840,86.08,20.5
6/8/2024 14:45,0,0,100,7838,86.07,20.5
6/8/2024 15:00,0,0,100,7837,86.07,20.5
6/8/2024 15:15,0,0,100,7838,86.06,20.5
6/8/2024 15:30,0,0,100,7835,86.05,20.3
6/8/2024 15:45,0,0,100,7836,86.04,20.2
6/8/2024 16:00,0,0,100,7837,86.03,19.9
6/8/2024 16:15,0,0,100,7836,86.02,19.7
6/8/2024 16:30,0,0,100,7837,86.05,19.5
6/8/2024 16:45,0,0,100,7836,86.09,19.4
6/8/2024 17:00,0,0,100,7835,86.1,19.3
6/8/2024 17:15,0,0,100,7836,86.1,19.3
6/8/2024 17:30,0,0,100,7838,86.13,19.4
6/8/2024 17:45,0,0,100,7834,86.13,19.3
6/8/2024 18:00,0,0,100,7835,86.14,19.1
6/8/2024 18:15,0,0,100,7835,86.14,19
6/8/2024 18:30,0,0,100,7837,86.15,19
6/8/2024 18:45,0,0,100,7836,86.16,18.9
6/8/2024 19:00,0,0,100,7836,86.17,18.9
6/8/2024 19:15,0,0,100,7836,86.22,18.7
6/8/2024 19:30,0,0,100,7835,86.24,18.5
6/8/2024 19:45,0,0,100,7836,86.26,18.5
6/8/2024 20:00,0,0,100,7834,86.3,18.6
6/8/2024 20:15,0,0,100,7833,86.3,18.6
6/8/2024 20:30,0,0,100,7836,86.27,18.6
6/8/2024 20:45,0,0,100,7836,86.24,18.8
6/8/2024 21:00,0,0,100,7834,86.22,18.9
6/8/2024 21:15,0,0,100,7833,86.2,18.9
6/8/2024 21:30,0,0,100,7836,86.19,18.9
6/8/2024 21:45,0,0,100,7836,86.21,18.8
6/8/2024 22:00,0,0,100,7832,86.2,18.7
6/8/2024 22:15,0,0,100,7837,86.22,18.6
6/8/2024 22:30,0,0,100,7834,86.21,18.6
6/8/2024 22:45,0,0,100,7832,86.19,18.5
6/8/2024 23:00,0,0,100,7833,86.18,18.5
6/8/2024 23:15,0,0,100,7833,86.18,18.5
6/8/2024 23:30,0,0,100,7832,86.15,18.5
6/8/2024 23:45,0,0,100,7833,86.14,18.5
6/9/2024 0:00,0,0,100,7833,86.11,18.4
6/9/2024 0:15,0,0,100,7828,86.08,18.5
6/9/2024 0:30,0,0,100,7829,86.06,18.4
6/9/2024 0:45,0,0,100,7828,86.05,18.2
6/9/2024 1:00,0,0,100,7828,86.04,18.1
6/9/2024 1:15,0,0,100,7827,86.03,18
6/9/2024 1:30,0,0,100,7827,86.03,17.9
6/9/2024 1:45,0,0,100,7827,86.02,17.8
6/9/2024 2:00,0,0,100,7826,86.02,17.7
6/9/2024 2:15,0,0,100,7827,86.01,17.6
6/9/2024 2:30,0,0,100,7829,86.02,17.5
6/9/2024 2:45,0,0,100,7827,86.02,17.4
6/9/2024 3:00,0,0,100,7826,86.02,17.5
6/9/2024 3:15,0,0,100,7826,86.02,17.5
6/9/2024 3:30,0,0,100,7827,86.03,17.5
6/9/2024 3:45,0,0,100,7826,86.04,17.6
6/9/2024 4:00,0,0,100,7828,86.04,17.7
6/9/2024 4:15,0,0,100,7829,86.04,17.7
6/9/2024 4:30,0,0,100,7828,86.04,17.6
6/9/2024 4:45,0,0,100,7827,86.06,17.6
6/9/2024 5:00,0,0,100,7827,86.05,17.6
6/9/2024 5:15,0,0,100,7827,86.08,17.6
6/9/2024 5:30,0,0,100,7827,86.09,17.7
6/9/2024 5:45,0,0,100,7827,86.1,17.8
6/9/2024 6:00,0,0,100,7826,86.13,17.8
6/9/2024 6:15,0,0,100,7827,86.13,17.9
6/9/2024 6:30,0,0,100,7828,86.15,18
6/9/2024 6:45,0,0,100,7828,86.16,18.1
6/9/2024 7:00,0,0,100,7827,86.16,18.2
6/9/2024 7:15,0,0,100,7827,86.19,18.4
6/9/2024 7:30,0,0,100,7827,86.17,18.7
6/9/2024 7:45,0,0,100,7826,86.16,19
6/9/2024 8:00,0,0,100,7829,86.15,19.2
6/9/2024 8:15,0,0,100,7824,86.14,19.4
6/9/2024 8:30,0,0,100,7826,86.13,19.6
6/9/2024 8:45,0,0,100,7827,86.12,19.9
6/9/2024 9:00,0,0,100,7824,86.1,20.1
6/9/2024 9:15,0,0,100,7824,86.09,20.4
6/9/2024 9:30,0,0,100,7822,86.08,20.7
6/9/2024 9:45,0,0,100,7826,86.07,21
6/9/2024 10:00,0,0,100,7824,86.07,21.2
6/9/2024 10:15,0,0,100,7826,86.08,21.3
6/9/2024 10:30,0,0,100,7827,86.09,21.4
6/9/2024 10:45,0,0,100,7828,86.1,21.6
6/9/2024 11:00,0,0,100,7827,86.11,21.7
6/9/2024 11:15,0,0,100,7828,86.13,21.8
6/9/2024 11:30,0,0,100,7826,86.15,21.8
6/9/2024 11:45,0,0,100,7828,86.16,21.8
6/9/2024 12:00,0,0,100,7830,86.15,21.9
6/9/2024 12:15,0,0,100,7829,86.14,21.9
6/9/2024 12:30,0,0,100,7827,86.11,21.9
6/9/2024 12:45,0,0,100,7827,86.1,21.8
6/9/2024 13:00,0,0,100,7828,86.07,21.6
6/9/2024 13:15,0,0,100,7828,86.06,21.3
6/9/2024 13:30,0,0,100,7825,86.03,21.1
6/9/2024 13:45,0,0,100,7826,86.01,21.4
6/9/2024 14:00,0,0,100,7829,86.01,21.5
6/9/2024 14:15,0,0,100,7827,85.99,21.4
6/9/2024 14:30,0,0,100,7827,85.97,21.1
6/9/2024 14:45,0,0,100,7827,85.96,21
6/9/2024 15:00,0,0,100,7828,85.94,21
6/9/2024 15:15,0,0,100,7829,85.93,21
6/9/2024 15:30,0,0,100,7828,85.93,21.2
6/9/2024 15:45,0,0,100,7832,85.95,21.3
6/9/2024 16:00,0,0,100,7827,85.94,21.1
6/9/2024 16:15,0,0,100,7827,85.96,20.9
6/9/2024 16:30,0,0,100,7828,86,20.8
6/9/2024 16:45,0,0,100,7829,85.99,20.5
6/9/2024 17:00,0,0,100,7825,85.99,20.3
6/9/2024 17:15,0,0,100,7828,85.98,20
6/9/2024 17:30,0,0,100,7829,86.03,19.8
6/9/2024 17:45,0,0,100,7829,86.02,19.7
6/9/2024 18:00,0,0,100,7827,86.02,19.6
6/9/2024 18:15,0,0,100,7827,86.05,19.5
6/9/2024 18:30,0,0,100,7826,86.09,19.5
6/9/2024 18:45,0,0,100,7828,86.11,19.4
6/9/2024 19:00,0,0,100,7827,86.11,19.3
6/9/2024 19:15,0,0,100,7828,86.12,19.2
6/9/2024 19:30,0,0,100,7826,86.12,19.1
6/9/2024 19:45,0,0,100,7827,86.1,19
6/9/2024 20:00,0,0,100,7827,86.11,19
6/9/2024 20:15,0,0,100,7827,86.11,18.9
6/9/2024 20:30,0,0,100,7825,86.12,18.9
6/9/2024 20:45,0,0,100,7825,86.13,18.8
6/9/2024 21:00,0,0,100,7826,86.14,18.8
6/9/2024 21:15,0,0,100,7826,86.14,18.8
6/9/2024 21:30,0,0,100,7826,86.13,18.8
6/9/2024 21:45,0,0,100,7829,86.1,18.8
6/9/2024 22:00,0,0,100,7825,86.1,18.8
6/9/2024 22:15,0,0,100,7826,86.09,18.8
6/9/2024 22:30,0,0,100,7827,86.09,18.8
6/9/2024 22:45,0,0,100,7826,86.08,18.8
6/9/2024 23:00,0,0,100,7828,86.06,18.8
6/9/2024 23:15,0,0,100,7826,86.05,18.7
6/9/2024 23:30,0,0,100,7827,86.02,18.7
6/9/2024 23:45,0,0,100,7824,86,18.6
6/10/2024 0:00,0,0,100,7826,85.99,18.6
6/10/2024 0:15,0,0,100,7823,85.97,18.6
6/10/2024 0:30,0,0,100,7822,85.96,18.5
6/10/2024 0:45,0,0,100,7823,85.95,18.4
6/10/2024 1:00,0,0,100,7823,85.94,18.4
6/10/2024 1:15,0,0,100,7825,85.92,18.4
6/10/2024 1:30,0,0,100,7820,85.91,18.4
6/10/2024 1:45,0,0,100,7823,85.91,18.3
6/10/2024 2:00,0,0,100,7822,85.9,18.3
6/10/2024 2:15,0,0,100,7824,85.88,18.4
6/10/2024 2:30,0,0,100,7824,85.87,18.4
6/10/2024 2:45,0,0,100,7822,85.86,18.3
6/10/2024 3:00,0,0,100,7820,85.87,18.3
6/10/2024 3:15,0,0,100,7822,85.87,18.3
6/10/2024 3:30,0,0,100,7825,85.88,18.3
6/10/2024 3:45,0,0,100,7823,85.87,18.3
6/10/2024 4:00,0,0,100,7826,85.86,18.4
6/10/2024 4:15,0,0,100,7823,85.86,18.4
6/10/2024 4:30,0,0,100,7822,85.88,18.4
6/10/2024 4:45,0,0,100,7824,85.91,18.4
6/10/2024 5:00,0,0,100,7825,85.92,18.4
6/10/2024 5:15,0,0,100,7825,85.93,18.4
6/10/2024 5:30,0,0,100,7824,85.93,18.4
6/10/2024 5:45,0,0,100,7822,85.94,18.4
6/10/2024 6:00,0,0,100,7824,85.95,18.4
6/10/2024 6:15,0,0,100,7824,85.97,18.6
6/10/2024 6:30,0,0,100,7824,85.98,18.7
6/10/2024 6:45,0,0,100,7824,85.97,18.8
6/10/2024 7:00,0,0,100,7825,85.96,19
6/10/2024 7:15,0,0,100,7827,85.96,19.2
6/10/2024 7:30,0,0,100,7825,85.98,19.5
6/10/2024 7:45,0,0,100,7825,86,19.8
6/10/2024 8:00,0,0,100,7826,86.02,19.9
6/10/2024 8:15,0,0,100,7824,86.02,20
6/10/2024 8:30,0,0,100,7817,86.02,20
6/10/2024 8:45,0,0,100,7824,86.01,20
6/10/2024 9:00,0,0,100,7824,86.01,20
6/10/2024 9:15,0,0,100,7824,86.01,20.1
6/10/2024 9:30,0,0,100,7826,86.01,20.3
6/10/2024 9:45,0,0,100,7821,86,20.5
6/10/2024 10:00,0,0,100,7822,86,20.7
6/10/2024 10:15,0,0,100,7823,86,20.8
6/10/2024 10:30,0,0,100,7824,85.99,20.9
6/10/2024 10:45,0,0,100,7826,85.98,21
6/10/2024 11:00,0,0,100,7824,85.95,21.2
6/10/2024 11:15,0,0,100,7824,85.94,21.2
6/10/2024 11:30,0,0,100,7823,85.93,21.4
6/10/2024 11:45,0,0,100,7824,85.91,21.5
6/10/2024 12:00,0,0,100,7824,85.89,21.5
6/10/2024 12:15,0,0,100,7825,85.88,21.4
6/10/2024 12:30,0,0,100,7826,85.87,21.5
6/10/2024 12:45,0,0,100,7824,85.86,21.6
6/10/2024 13:00,0,0,100,7826,85.85,21.6
6/10/2024 13:15,0,0,100,7829,85.82,21.4
6/10/2024 13:30,0,0,100,7824,85.78,21.3
6/10/2024 13:45,0,0,100,7827,85.75,21.3
6/10/2024 14:00,0,0,100,7825,85.74,21.3
6/10/2024 14:15,0,0,100,7827,85.74,21.2
6/10/2024 14:30,0,0,100,7827,85.74,21.1
6/10/2024 14:45,0,0,100,7826,85.71,21.1
6/10/2024 15:00,0,0,100,7824,85.68,21
6/10/2024 15:15,0,0,100,7825,85.7,20.9
6/10/2024 15:30,0,0,100,7825,85.72,20.7
6/10/2024 15:45,0,0,100,7827,85.72,20.4
6/10/2024 16:00,0,0,100,7825,85.71,20.2
6/10/2024 16:15,0,0,100,7825,85.71,20
6/10/2024 16:30,0,0,100,7824,85.74,20
6/10/2024 16:45,0,0,100,7826,85.73,20
6/10/2024 17:00,0,0,100,7825,85.74,20
6/10/2024 17:15,0,0,100,7826,85.75,19.9
6/10/2024 17:30,0,0,100,7825,85.75,19.6
6/10/2024 17:45,0,0,100,7823,85.78,19.3
6/10/2024 18:00,0,0,100,7824,85.78,19.1
6/10/2024 18:15,0,0,100,7823,85.8,19
6/10/2024 18:30,0,0,100,7824,85.82,18.9
6/10/2024 18:45,0,0,100,7822,85.86,18.6
6/10/2024 19:00,0,0,100,7824,85.9,18.4
6/10/2024 19:15,0,0,100,7823,85.91,18.3
6/10/2024 19:30,0,0,100,7824,85.93,18.3
6/10/2024 19:45,0,0,100,7822,85.92,18.3
6/10/2024 20:00,0,0,100,7824,85.93,18.3
6/10/2024 20:15,0,0,100,7824,85.93,18.2
6/10/2024 20:30,0,0,100,7824,85.95,18.3
6/10/2024 20:45,0,0,100,7824,85.96,18.3
6/10/2024 21:00,0,0,100,7823,85.97,18.2
6/10/2024 21:15,0,0,100,7821,85.98,18.2
6/10/2024 21:30,0,0,100,7823,86,18.2
6/10/2024 21:45,0,0,100,7824,86.01,18.2
6/10/2024 22:00,0,0,100,7822,86,18.2
6/10/2024 22:15,0,0,100,7821,85.98,18.2
6/10/2024 22:30,0,0,100,7823,85.97,18.2
6/10/2024 22:45,0,0,100,7824,85.97,18.2
6/10/2024 23:00,0,0,100,7823,85.98,18.2
6/10/2024 23:15,0,0,100,7824,85.98,18.2
6/10/2024 23:30,0,0,100,7822,85.97,18.2
6/10/2024 23:45,0,0,100,7824,85.95,18.2
6/11/2024 0:00,0,0,100,7823,85.95,18.2
6/11/2024 0:15,0,0,100,7801,85.94,18.3
6/11/2024 0:15,0,0,100,7801,85.94,18.4
6/11/2024 0:30,0,0,100,7811,85.93,18.3
6/11/2024 0:45,0,0,100,7814,85.94,18.1
6/11/2024 1:00,0,0,100,7812,85.93,18.1
6/11/2024 1:15,0,0,100,7811,85.92,18.1
6/11/2024 1:30,0,0,100,7812,85.9,18.1
6/11/2024 1:45,0,0,100,7812,85.88,18.1
6/11/2024 2:00,0,0,100,7810,85.88,18.1
6/11/2024 2:15,0,0,100,7811,85.86,18
6/11/2024 2:30,0,0,100,7811,85.85,18
6/11/2024 2:45,0,0,100,7811,85.85,18
6/11/2024 3:00,0,0,100,7811,85.84,17.9
6/11/2024 3:15,0,0,100,7810,85.84,17.9
6/11/2024 3:30,0,0,100,7814,85.83,17.9
6/11/2024 3:45,0,0,100,7813,85.82,17.8
6/11/2024 4:00,0,0,100,7811,85.82,17.8
6/11/2024 4:15,0,0,100,7811,85.82,17.8
6/11/2024 4:30,0,0,100,7811,85.83,17.8
6/11/2024 4:45,0,0,100,7810,85.82,17.8
6/11/2024 5:00,0,0,100,7814,85.83,17.8
6/11/2024 5:15,0,0,100,7813,85.85,17.8
6/11/2024 5:30,0,0,100,7811,85.86,17.8
6/11/2024 5:45,0,0,100,7811,85.87,17.7
6/11/2024 6:00,0,0,100,7811,85.9,17.7
6/11/2024 6:15,0,0,100,7814,85.92,17.7
6/11/2024 6:30,0,0,100,7811,85.93,17.7
6/11/2024 6:45,0,0,100,7813,85.94,17.8
6/11/2024 7:00,0,0,100,7814,85.96,18
6/11/2024 7:15,0,0,100,7813,85.97,18.2
6/11/2024 7:30,0,0,100,7814,85.98,18.4
6/11/2024 7:45,0,0,100,7814,86,18.5
6/11/2024 8:00,0,0,100,7811,86.02,18.6
6/11/2024 8:15,0,0,100,7814,86.04,18.7
6/11/2024 8:30,0,0,100,7810,86.05,18.8
6/11/2024 8:45,0,0,100,7812,86.05,18.8
6/11/2024 9:00,0,0,100,7814,86.04,18.8
6/11/2024 9:15,0,0,100,7811,86.04,18.9
6/11/2024 9:30,0,0,100,7813,86.04,19
6/11/2024 9:45,0,0,100,7809,86.05,19
6/11/2024 10:00,0,0,100,7811,86.05,19.1
6/11/2024 10:15,0,0,100,7811,86.04,19.2
6/11/2024 10:30,0,0,100,7811,86.03,19.4
6/11/2024 10:45,0,0,100,7809,86.01,19.4
6/11/2024 11:00,0,0,100,7810,86,19.4
6/11/2024 11:15,0,0,100,7810,85.99,19.5
6/11/2024 11:30,0,0,100,7810,85.98,19.6
6/11/2024 11:45,0,0,100,7810,85.98,19.5
6/11/2024 12:00,0,0,100,7811,85.97,19.3
6/11/2024 12:15,0,0,100,7811,85.96,19.1
6/11/2024 12:30,0,0,100,7811,85.95,19
6/11/2024 12:45,0,0,100,7809,85.95,19
6/11/2024 13:00,0,0,100,7811,85.93,19.2
6/11/2024 13:15,0,0,100,7813,85.9,19.2
6/11/2024 13:30,0,0,100,7810,85.88,19.1
6/11/2024 13:45,0,0,100,7811,85.88,19.3
6/11/2024 14:00,0,0,100,7811,85.86,19.3
6/11/2024 14:15,0,0,100,7811,85.85,19.3
6/11/2024 14:30,0,0,100,7810,85.84,19.3
6/11/2024 14:45,0,0,100,7809,85.83,19.3
6/11/2024 15:00,0,0,100,7811,85.83,19.4
6/11/2024 15:15,0,0,100,7813,85.82,19.5
6/11/2024 15:30,0,0,100,7813,85.83,19.4
6/11/2024 15:45,0,0,100,7812,85.83,19.4
